 Plate No,Thick,DISCHARGE_TEMP,HEATING_TIME,P1_TEMP,LAST_PASS_TEMP,FINAL_TEMP,LAST_ROUGH_RED,last_pass_no,FIRST_FIN_RED,FINAL_RED,WAITING_THICK,RESTART_TEMPR,START_TEMPR,WAIT_TIME,C,Mn,P,S,SI,Al,Nb,V,Cu,Charpy
SCC083952,30,1182,4.54,1076.27,890.89,859.38,20.03,13,21.55,22.91,89.31,935.18,1078.72,202.12,0.160,1.350,0.023,0.018,0.235,0.038,0.032,0.031,0.002,Pass
SCC083966,12,1205,4.93,1128.90,827.41,779.32,42.70,13,25.41,11.91,35.93,961.63,1114.71,63.08,0.170,1.250,0.020,0.009,0.237,0.028,0.038,0.002,0.002,Pass
SCC083967,12,1213,5.04,1113.11,803.99,778.62,42.69,13,25.20,12.01,35.46,960.84,1122.91,63.41,0.170,1.250,0.020,0.009,0.237,0.028,0.038,0.002,0.002,Pass
SCC083972,40,1206,4.99,1105.21,870.33,860.19,16.34,15,21.16,14.65,89.31,938.83,1093.01,187.66,0.190,1.400,0.025,0.020,0.240,0.024,0.042,0.035,0.002,Pass
SCC083973,40,1216,5.03,1088.51,885.56,864.55,16.27,15,21.15,14.68,89.31,939.90,1091.35,192.35,0.190,1.400,0.025,0.020,0.240,0.024,0.042,0.035,0.002,Pass
SCC084103,25,1236,5.80,1142.87,855.00,862.53,21.71,13,23.09,15.40,74.29,945.72,1140.77,167.50,0.160,1.350,0.023,0.018,0.235,0.038,0.032,0.031,0.002,Pass
SCC084104,25,1248,5.92,1132.21,865.51,848.06,21.25,13,23.07,15.36,74.26,936.53,1151.83,222.40,0.160,1.350,0.023,0.018,0.235,0.038,0.032,0.031,0.002,Pass
SCC084253,25,1200,5.42,1107.20,897.07,821.29,27.09,13,25.25,21.05,74.32,940.52,1107.20,142.74,0.180,1.360,0.024,0.022,0.232,0.020,0.031,0.036,0.002,Pass
SCC084254,25,1210,5.47,1090.65,866.02,848.47,27.18,13,23.95,21.52,74.29,929.24,1114.15,197.72,0.180,1.360,0.024,0.022,0.232,0.020,0.031,0.036,0.002,Pass
SCC084282,36,1207,5.15,0.00,888.32,852.05,27.22,13,19.71,12.56,74.31,928.44,1104.54,207.83,0.160,1.370,0.023,0.017,0.282,0.029,0.038,0.035,0.002,Pass
SCC084283,36,1197,5.09,1135.12,906.72,836.82,27.33,13,19.70,12.33,74.30,927.26,1107.87,197.90,0.160,1.370,0.023,0.017,0.282,0.029,0.038,0.035,0.002,Pass
SCC084531,25,1192,4.84,1099.70,878.08,871.87,26.80,13,25.20,21.10,74.33,939.57,1100.60,137.74,0.150,1.390,0.027,0.026,0.246,0.018,0.035,0.037,0.002,Pass
SCC084532,25,1204,5.11,1063.40,847.60,826.29,26.51,13,22.88,14.88,74.30,934.84,1109.35,202.74,0.150,1.390,0.027,0.026,0.246,0.018,0.035,0.037,0.002,Pass
SCC084659,16,1216,4.93,1142.45,877.54,822.35,28.77,13,23.48,12.08,31.48,954.65,1123.11,57.20,0.150,1.260,0.025,0.021,0.224,0.040,0.030,0.035,0.002,Pass
SCC084660,16,1225,5.03,1125.81,899.79,841.81,28.48,13,23.54,11.72,31.48,959.02,1137.87,57.20,0.150,1.260,0.025,0.021,0.224,0.040,0.030,0.035,0.002,Pass
SCC084741,30,1190,4.66,1118.10,894.72,862.52,20.45,13,23.57,21.64,89.32,949.96,1085.77,147.40,0.150,1.400,0.022,0.009,0.334,0.037,0.045,0.035,0.002,Pass
SCC084742,30,1205,4.70,1094.52,896.87,849.05,20.23,13,23.01,21.28,89.28,942.48,1103.18,197.42,0.150,1.400,0.022,0.009,0.334,0.037,0.045,0.035,0.002,Pass
SCC085080,22,1194,4.13,1091.74,890.77,868.57,28.54,13,21.80,18.01,43.45,914.01,1091.07,97.31,0.160,1.260,0.023,0.023,0.259,0.016,0.030,0.033,0.002,Pass
SCC085081,22,1192,4.10,1097.13,871.99,870.40,27.74,13,21.80,18.06,43.45,920.40,1098.66,77.46,0.160,1.260,0.023,0.023,0.259,0.016,0.030,0.033,0.002,Pass
SCC085082,30,1201,4.17,1092.86,891.99,879.45,20.39,13,22.08,17.87,59.41,927.07,1088.69,127.46,0.160,1.260,0.023,0.023,0.259,0.016,0.030,0.033,0.002,Pass
SCC085082,30,1201,4.17,1092.86,891.99,879.45,20.39,13,22.08,17.87,59.41,927.07,1088.69,127.46,0.160,1.260,0.023,0.023,0.259,0.016,0.030,0.033,0.002,Pass
SCC085129,32,1209,3.91,1110.91,890.34,863.51,18.51,13,23.48,19.78,89.31,962.58,1115.33,132.56,0.170,1.380,0.023,0.017,0.213,0.025,0.033,0.041,0.002,Pass
SCC085138,32,1239,5.92,1042.65,881.44,836.62,18.53,15,17.96,10.18,89.23,933.17,1130.41,302.34,0.170,1.380,0.023,0.017,0.213,0.025,0.033,0.041,0.002,Pass
SCC085301,25,1216,6.36,1107.80,874.34,866.45,26.24,13,23.07,15.22,74.32,953.49,1120.30,143.77,0.160,1.300,0.020,0.018,0.216,0.031,0.040,0.035,0.002,Pass
SCC085302,25,1226,6.45,1084.70,944.92,892.12,25.95,13,23.07,15.28,74.30,942.67,1126.08,208.15,0.160,1.300,0.020,0.018,0.216,0.031,0.040,0.035,0.002,Pass
SCC085519,16,1201,4.36,1118.95,844.37,777.74,24.77,15,24.63,10.09,47.43,956.69,1104.94,106.91,0.160,1.220,0.020,0.012,0.274,0.037,0.033,0.000,0.002,Pass
SCC085525,16,1197,4.41,1113.36,867.84,808.21,25.01,15,24.54,10.06,47.43,958.66,1106.85,101.95,0.160,1.220,0.020,0.012,0.274,0.037,0.033,0.000,0.002,Pass
SCC085541,16,1226,4.67,1127.38,897.09,846.91,28.28,13,32.07,11.84,39.44,940.09,1134.34,107.42,0.160,1.300,0.024,0.014,0.330,0.033,0.002,0.040,0.002,Pass
SCC085542,16,1238,4.76,1115.46,910.90,863.69,27.05,13,30.27,12.52,39.44,943.59,1146.10,92.54,0.160,1.300,0.024,0.014,0.330,0.033,0.002,0.040,0.002,Pass
SCC085627,20,1206,6.78,1113.52,920.06,883.79,17.30,15,21.79,17.67,39.50,962.41,1113.19,42.00,0.160,1.300,0.024,0.014,0.330,0.033,0.002,0.040,0.002,Pass
SCC085628,20,1216,6.86,1103.38,866.36,859.38,16.98,15,21.81,17.89,39.54,979.34,1120.39,21.97,0.160,1.300,0.024,0.014,0.330,0.033,0.002,0.040,0.002,Pass
SCC073728,50,1253,5.12,1124.21,998.80,884.95,21.31,11,18.35,15.31,89.21,950.54,1157.45,372.75,0.180,1.420,0.020,0.008,0.260,0.023,0.051,0.050,0.003,Pass
SCC073734,50,1239,5.09,1104.59,925.11,833.37,21.57,13,15.17,11.11,89.19,925.98,1145.31,412.45,0.180,1.420,0.020,0.008,0.260,0.023,0.051,0.050,0.003,Pass
SCC073739,20,1221,5.13,1080.31,890.14,856.39,31.36,13,22.81,15.55,39.48,960.68,1127.60,72.19,0.150,1.350,0.017,0.005,0.230,0.025,0.038,0.035,0.003,Pass
SCC073740,20,1227,5.21,1079.20,868.53,827.12,20.83,15,24.33,13.82,59.40,949.08,1125.93,132.42,0.150,1.350,0.017,0.005,0.230,0.025,0.038,0.035,0.003,Fail
SCC083880,36,1189,3.96,1128.28,877.97,840.13,21.16,15,18.83,11.41,71.31,915.90,1100.63,202.38,0.160,1.230,0.023,0.012,0.210,0.022,0.031,0.030,0.003,Pass
SCC083881,36,1209,4.01,1101.21,894.51,852.00,27.84,13,18.83,11.53,71.29,914.60,1106.14,232.26,0.160,1.230,0.023,0.012,0.210,0.022,0.031,0.030,0.003,Pass
SCC083910,22,1185,3.89,1023.77,841.76,833.14,27.00,13,24.80,22.26,49.45,929.40,1081.51,77.39,0.160,1.300,0.024,0.010,0.255,0.026,0.034,0.030,0.003,Pass
SCC083911,22,1197,4.02,1082.77,827.31,776.12,25.84,15,20.68,7.44,49.38,917.34,1161.62,192.46,0.160,1.300,0.024,0.010,0.255,0.026,0.034,0.030,0.003,Pass
SCC085631,25,1202,6.79,1102.21,887.85,851.59,25.44,13,23.60,21.44,74.32,934.22,1102.07,157.48,0.160,1.380,0.020,0.015,0.246,0.024,0.030,0.030,0.003,Pass
SCC085632,25,1212,6.84,1079.47,879.56,869.06,25.30,13,23.80,21.54,74.30,936.42,1115.49,167.71,0.160,1.380,0.020,0.015,0.246,0.024,0.030,0.030,0.003,Pass
SCC073715,30,1201,4.57,1071.47,855.63,831.41,22.44,15,19.37,10.98,89.28,930.34,1096.01,272.53,0.180,1.350,0.022,0.008,0.226,0.015,0.055,0.044,0.004,Pass
SCC073716,30,1212,4.63,1074.25,888.45,870.97,22.37,13,20.93,22.28,89.27,940.18,1110.78,222.57,0.180,1.350,0.022,0.008,0.226,0.015,0.055,0.044,0.004,Pass
SCC073717,25,1237,5.20,1100.14,883.29,821.73,16.11,15,21.11,15.62,71.29,923.38,1137.73,237.45,0.180,1.370,0.023,0.007,0.267,0.018,0.053,0.043,0.005,Pass
SCC073718,25,1241,5.25,1106.39,863.34,829.39,15.96,17,21.04,8.65,71.30,927.87,1140.31,197.34,0.180,1.370,0.023,0.007,0.267,0.018,0.053,0.043,0.005,Pass
SCC071544,25,1210,3.99,1122.69,870.39,831.39,15.98,15,22.14,14.56,71.33,923.89,1116.68,207.34,0.185,1.300,0.024,0.014,0.260,0.028,0.039,0.040,,Pass
SCC071545,25,1214,4.03,1112.84,871.81,816.89,26.29,15,22.05,9.26,74.55,930.73,1112.47,212.21,0.185,1.300,0.024,0.014,0.260,0.028,0.039,0.040,,Fail
SCC071580,22,1198,3.71,1095.85,876.52,836.34,18.19,13,22.66,18.06,44.47,921.12,1097.67,98.30,0.180,1.220,0.021,0.006,0.228,0.011,0.030,0.030,,Fail
SCC071581,22,1199,3.81,1101.33,874.84,836.40,18.06,13,22.66,18.05,44.48,928.40,1103.11,72.60,0.180,1.220,0.021,0.006,0.228,0.011,0.030,0.030,,Pass
SCC071590,40,1210,3.92,1089.86,882.98,821.65,24.40,13,18.45,12.77,80.08,926.76,1094.86,237.93,0.177,1.313,0.018,0.015,0.261,0.024,0.037,0.037,,Pass
SCC071591,40,1212,3.96,1108.63,891.95,833.56,14.18,15,18.28,12.56,79.34,924.24,1090.90,218.71,0.177,1.313,0.018,0.015,0.261,0.024,0.037,0.037,,Fail
SCC071616,25,1215,4.41,1084.63,946.00,858.29,26.68,13,22.34,17.63,49.54,1051.50,1121.24,0.00,0.190,1.310,0.016,0.012,0.206,0.025,0.046,0.038,,Pass
SCC071617,25,1216,4.48,1111.20,952.66,871.11,26.75,13,22.34,17.63,49.54,1047.89,1116.35,0.00,0.190,1.310,0.016,0.012,0.206,0.025,0.046,0.038,,Pass
SCC071626,32,1224,4.11,1101.83,892.65,847.62,21.74,13,21.92,17.94,63.39,936.02,1109.30,176.99,0.190,1.330,0.023,0.002,0.284,0.013,0.035,0.033,,Pass
SCC071627,32,1224,4.22,1102.23,974.52,876.96,21.68,13,21.97,17.99,63.55,1054.50,1102.41,0.00,0.190,1.330,0.023,0.002,0.284,0.013,0.035,0.033,,Pass
SCC071636,28,1221,4.18,1088.69,914.61,874.72,24.93,13,21.85,17.85,55.44,954.75,1101.89,117.66,0.180,1.360,0.023,0.005,0.318,0.021,0.042,0.041,,Pass
SCC071638,28,1220,4.23,1110.64,865.31,822.53,23.62,15,18.87,11.36,84.53,929.01,1114.53,282.68,0.180,1.360,0.023,0.005,0.318,0.021,0.042,0.041,,Pass
SCC071644,20,1243,5.83,1152.78,851.69,833.69,21.13,15,23.68,12.72,59.35,924.16,1148.18,173.00,0.180,1.250,0.023,0.007,0.280,0.022,0.035,0.030,,Pass
SCC071645,20,1244,5.96,1138.65,865.68,832.27,20.97,15,23.81,13.28,59.36,937.72,1147.34,157.40,0.180,1.250,0.023,0.007,0.280,0.022,0.035,0.030,,Pass
SCC071656,18,1223,5.06,1104.28,865.40,815.32,34.64,13,23.41,14.57,53.80,941.81,1128.53,152.45,0.180,1.180,0.023,0.005,0.225,0.015,0.039,0.031,,Fail
SCC071657,18,1223,5.18,1114.58,856.83,820.94,15.98,15,23.37,14.08,53.44,944.72,1126.15,108.15,0.180,1.180,0.023,0.005,0.225,0.015,0.039,0.031,,Fail
SCC071664,16,1211,4.86,1097.03,857.98,817.07,23.59,15,23.76,14.30,47.46,975.84,1114.37,47.45,0.150,1.200,0.020,0.007,0.210,0.023,0.035,0.030,,Pass
SCC071665,16,1210,4.94,1096.18,858.54,807.46,22.85,15,23.67,14.18,47.43,957.85,1116.04,112.14,0.150,1.200,0.020,0.007,0.210,0.023,0.035,0.030,,Pass
SCC071690,16,1213,4.38,1113.56,869.79,819.18,25.57,15,23.68,14.18,47.46,980.38,1120.57,48.27,0.170,1.090,0.019,0.009,0.199,0.020,0.036,0.031,,Pass
SCC071691,16,1216,4.45,1098.63,862.23,804.95,26.02,15,23.68,14.18,47.44,967.46,1106.83,87.37,0.170,1.090,0.019,0.009,0.199,0.020,0.036,0.031,,Fail
SCC071698,16,1213,4.57,1108.88,851.00,830.35,22.82,15,23.72,14.25,47.47,978.29,1118.06,57.50,0.180,1.156,0.022,0.012,0.192,0.025,0.046,0.031,,Fail
SCC071699,16,1217,4.64,1108.13,854.04,822.43,22.70,15,23.72,14.24,47.44,966.85,1110.94,87.19,0.180,1.156,0.022,0.012,0.192,0.025,0.046,0.031,,Fail
SCC071708,20,1243,4.88,1128.40,889.67,853.61,28.04,13,22.15,16.73,39.46,956.01,1148.26,87.42,0.160,1.100,0.023,0.012,0.298,0.030,0.033,0.029,,Pass
SCC071709,20,1245,4.97,1100.68,846.64,818.85,17.91,15,23.15,13.98,59.35,926.07,1148.36,173.17,0.160,1.100,0.023,0.012,0.298,0.030,0.033,0.029,,Fail
SCC071896,22,1173,3.89,1067.69,872.84,823.93,27.67,13,22.20,16.54,43.45,915.95,1081.13,107.50,0.180,1.360,0.017,0.014,0.269,0.020,0.033,0.032,,Fail
SCC071897,22,1179,3.99,1067.45,873.69,827.74,27.16,13,22.32,16.13,43.45,919.16,1085.66,107.60,0.180,1.360,0.017,0.014,0.269,0.020,0.033,0.032,,Pass
SCC072302,25,1199,3.90,1082.95,861.90,829.78,15.73,15,24.71,21.31,74.34,926.61,1106.37,197.11,0.180,1.380,0.023,0.010,0.303,0.028,0.037,0.037,,Pass
SCC072303,25,1204,3.94,1069.07,872.47,842.03,16.14,15,24.85,21.20,74.34,927.04,1100.76,192.12,0.180,1.380,0.023,0.010,0.303,0.028,0.037,0.037,,Pass
SCC072595,16,1248,4.83,1158.46,881.56,816.34,22.41,15,23.63,11.74,47.40,946.34,1154.29,88.16,0.180,1.300,0.022,0.012,0.275,0.030,0.033,0.031,,Fail
SCC072596,16,1250,4.92,1154.72,891.79,795.94,22.05,15,23.68,11.27,47.38,935.66,1153.11,137.43,0.180,1.300,0.022,0.012,0.275,0.030,0.033,0.031,,Fail
SCC072961,30,1235,6.43,1081.70,874.71,848.87,21.83,15,19.40,11.01,89.24,937.37,1125.72,262.65,0.170,1.310,0.024,0.015,0.218,0.020,0.031,0.030,,Fail
SCC072963,30,1232,7.26,1057.57,875.61,842.08,21.95,15,19.42,10.74,89.24,938.36,1126.73,262.75,0.170,1.310,0.024,0.015,0.218,0.020,0.031,0.030,,Pass
SCC073165,16,1223,5.34,1135.57,862.72,822.76,22.39,15,23.00,14.51,47.44,965.56,1130.15,72.15,0.170,1.220,0.023,0.015,0.236,0.037,0.030,0.030,,Fail
SCC073166,16,1228,5.42,1127.11,883.44,821.55,25.32,15,23.13,14.86,47.43,961.39,1097.56,87.09,0.170,1.220,0.023,0.015,0.236,0.037,0.030,0.030,,Pass
SCC073898,18,1241,5.95,1111.31,885.14,846.85,17.67,13,29.03,20.04,44.45,948.44,1143.69,102.59,0.160,1.220,0.023,0.014,0.233,0.024,0.031,0.031,,Pass
SCC073900,18,1243,5.64,1120.00,863.68,841.85,28.41,13,30.12,18.68,44.43,946.22,1145.62,102.30,0.160,1.220,0.023,0.014,0.233,0.024,0.031,0.031,,Pass
SCC074111,16,1226,5.41,1129.98,856.62,820.32,24.65,15,23.02,13.36,47.43,957.12,1133.26,77.53,0.170,1.057,0.022,0.010,0.191,0.022,0.036,0.033,,Fail
SCC074112,16,1231,5.52,1121.99,883.36,813.41,23.93,15,23.20,12.90,47.42,957.66,1138.23,77.14,0.170,1.057,0.022,0.010,0.191,0.022,0.036,0.033,,Fail
SCC074237,20,1207,6.43,1096.78,880.57,858.33,19.75,13,27.34,23.70,74.35,954.95,1113.89,147.47,0.170,1.217,0.021,0.016,0.237,0.049,0.030,0.036,,Pass
SCC074238,20,1213,6.65,1094.37,862.71,846.43,19.31,13,28.54,23.35,74.35,963.60,1117.16,142.57,0.170,1.217,0.021,0.016,0.237,0.049,0.030,0.036,,Pass
SCC074401,22,1233,5.10,1143.80,866.65,871.61,25.58,13,21.98,17.52,43.47,968.14,1139.20,52.20,0.180,1.280,0.023,0.016,0.212,0.034,0.041,0.032,,Pass
SCC074402,22,1239,5.18,1137.74,865.53,863.68,25.16,13,21.97,17.54,43.46,959.77,1142.07,77.14,0.180,1.280,0.023,0.016,0.212,0.034,0.041,0.032,,Pass
SCC074788,18,1234,5.31,1108.34,855.49,819.36,29.46,13,23.01,14.93,53.38,946.27,1135.16,127.63,0.200,1.350,0.024,0.015,0.319,0.027,0.039,0.033,,Pass
SCC074789,18,1219,5.15,1115.79,855.50,820.88,29.43,13,23.01,14.54,53.38,943.68,1124.51,127.73,0.200,1.350,0.024,0.015,0.319,0.027,0.039,0.033,,Pass
SCC075552,20,1247,5.24,1141.47,908.93,876.16,30.09,13,22.61,17.09,39.45,956.63,1152.20,77.29,0.180,1.020,0.020,0.015,0.220,0.023,0.035,0.032,,Pass
SCC075552,20,1247,5.24,1141.47,908.93,876.16,30.09,13,22.61,17.09,39.45,956.63,1152.20,77.29,0.180,1.020,0.020,0.015,0.220,0.023,0.035,0.032,,Fail
SCC075652,14,1230,4.46,1145.53,886.40,821.21,27.72,15,23.74,11.86,41.45,967.21,1137.34,87.67,0.170,1.300,0.023,0.008,0.350,0.044,0.044,0.030,,Pass
SCC075653,14,1236,4.55,1138.00,890.72,824.61,27.23,15,23.54,11.10,41.45,976.06,1143.53,67.26,0.170,1.300,0.023,0.008,0.350,0.044,0.044,0.030,,Pass
SCC075664,18,1233,4.66,1133.60,862.29,836.41,23.66,15,24.31,13.32,53.38,924.74,1135.58,137.53,0.200,1.350,0.024,0.015,0.319,0.027,0.039,0.033,,Pass
SCC075667,18,1239,4.89,1130.98,881.06,841.29,23.63,15,24.29,13.58,53.37,925.34,1142.41,137.53,0.200,1.350,0.024,0.015,0.319,0.027,0.039,0.033,,Fail
SCC075710,20,1213,4.38,1110.95,887.55,849.34,20.33,15,23.68,14.51,59.38,927.01,1113.89,147.43,0.180,1.020,0.020,0.015,0.220,0.023,0.035,0.032,,Pass
SCC075711,20,1227,4.47,1109.27,899.21,853.19,20.48,15,23.67,13.81,59.37,930.44,1127.36,142.43,0.180,1.020,0.020,0.015,0.220,0.023,0.035,0.032,,Pass
SCC075800,20,1232,5.89,1126.20,848.46,818.44,25.68,15,21.29,11.69,49.41,943.30,1137.70,107.32,0.180,1.230,0.024,0.016,0.295,0.033,0.030,0.030,,Pass
SCC075801,20,1238,5.99,1115.58,850.31,819.62,25.80,15,21.29,11.07,49.41,945.91,1142.32,102.40,0.180,1.230,0.024,0.016,0.295,0.033,0.030,0.030,,Pass
SCC075872,28,1214,4.38,1083.62,875.88,853.30,21.81,13,21.58,21.20,83.32,952.53,1108.33,202.95,0.170,1.350,0.020,0.017,0.326,0.024,0.038,0.038,,Fail
SCC075873,28,1222,4.42,1044.49,884.18,858.23,21.91,13,22.06,22.59,83.32,959.93,1117.62,172.75,0.170,1.350,0.020,0.017,0.326,0.024,0.038,0.038,,Fail
SCC075896,16,1217,4.33,1105.33,904.65,782.68,26.05,15,23.43,11.93,47.42,952.11,1124.45,97.60,0.170,1.100,0.025,0.018,0.252,0.028,0.031,0.033,,Fail
SCC075897,16,1226,4.55,1091.20,900.06,807.56,24.66,15,23.86,12.66,47.41,956.05,1132.67,87.12,0.170,1.100,0.025,0.018,0.252,0.028,0.031,0.033,,Fail
SCC075910,20,1208,3.97,1112.54,917.90,884.15,21.94,13,26.13,25.05,49.43,935.83,1115.38,107.60,0.180,1.140,0.025,0.016,0.283,0.023,0.035,0.031,,Pass
SCC075911,20,1217,4.04,1107.14,915.75,869.80,21.82,13,26.13,25.73,49.43,935.13,1116.10,117.41,0.180,1.140,0.025,0.016,0.283,0.023,0.035,0.031,,Pass
SCC075972,56,1233,5.46,1099.27,924.66,847.11,23.39,11,19.88,16.07,84.26,940.61,1132.48,267.74,0.171,1.347,0.023,0.011,0.330,0.029,0.036,0.032,,Fail
SCC075973,56,1236,5.52,1101.11,937.79,824.92,23.47,11,20.14,16.04,84.23,933.09,1140.07,352.58,0.171,1.347,0.023,0.011,0.330,0.029,0.036,0.032,,Pass
SCC076004,12,1245,5.73,1135.44,882.26,796.73,21.01,15,23.00,13.10,23.57,987.69,1143.05,0.00,0.200,1.350,0.024,0.015,0.319,0.027,0.039,0.033,,Pass
SCC076005,12,1249,5.87,1126.44,834.59,941.00,20.26,15,24.06,13.38,23.55,947.30,1156.41,28.04,0.200,1.350,0.024,0.015,0.319,0.027,0.039,0.033,,Pass
SCC076032,30,1238,11.55,1116.14,883.75,835.60,21.88,15,18.84,11.84,89.22,932.49,1132.38,307.43,0.190,1.390,0.020,0.023,0.279,0.028,0.038,0.036,,Pass
SCC076032,30,1238,11.55,1116.14,883.75,835.60,21.88,15,18.84,11.84,89.22,932.49,1132.38,307.43,0.190,1.390,0.020,0.023,0.279,0.028,0.038,0.036,,Fail
SCC076043,20,1262,11.45,1139.83,855.30,832.58,19.38,15,21.50,15.38,59.34,924.95,1151.21,172.47,0.170,1.100,0.025,0.018,0.252,0.028,0.031,0.033,,Pass
SCC076043,20,1262,11.45,1139.83,855.30,832.58,19.38,15,21.50,15.38,59.34,924.95,1151.21,172.47,0.170,1.100,0.025,0.018,0.252,0.028,0.031,0.033,,Pass
SCC076547,20,1233,5.64,1151.25,888.00,837.05,22.61,15,22.98,14.82,59.41,973.75,1136.63,107.88,0.150,1.160,0.018,0.016,0.206,0.024,0.030,0.030,,Fail
SCC076548,20,1244,5.76,1129.59,865.53,833.39,21.87,15,22.98,15.01,59.40,970.17,1148.24,117.89,0.150,1.160,0.018,0.016,0.206,0.024,0.030,0.030,,Pass
SCC076559,25,1231,5.88,1138.58,871.03,849.53,21.37,15,21.76,21.83,74.29,928.09,1135.73,218.14,0.170,1.330,0.022,0.013,0.269,0.028,0.032,0.030,,Pass
SCC076560,25,1241,5.93,1134.00,901.08,873.20,21.65,15,21.77,21.95,74.28,930.55,1139.10,207.67,0.170,1.330,0.022,0.013,0.269,0.028,0.032,0.030,,Pass
SCC076563,25,1226,5.84,1123.10,887.03,846.53,21.63,15,21.56,22.84,74.28,925.50,1132.02,237.62,0.170,1.330,0.022,0.013,0.269,0.028,0.032,0.030,,Pass
SCC076564,25,1237,5.68,1120.48,900.00,851.45,21.61,15,21.43,22.62,74.27,925.55,1137.17,247.63,0.170,1.330,0.022,0.013,0.269,0.028,0.032,0.030,,Pass
SCC076891,32,1170,3.79,1067.15,863.60,815.70,18.60,15,18.36,11.37,91.33,942.25,1079.52,222.74,0.180,1.320,0.020,0.013,0.264,0.027,0.034,0.030,,Pass
SCC076892,32,1195,3.85,1050.73,875.77,844.27,18.58,13,19.74,23.64,91.34,956.68,1087.15,162.68,0.180,1.320,0.020,0.013,0.264,0.027,0.034,0.030,,Pass
SCC077351,14,1190,4.22,1108.22,818.60,735.75,26.32,15,23.53,10.97,41.46,947.83,1098.85,57.63,0.180,1.180,0.019,0.018,0.210,0.026,0.031,0.033,,Pass
SCC077352,14,1214,4.32,1102.45,827.98,747.50,24.32,15,23.32,11.28,41.44,936.85,1121.34,82.64,0.180,1.180,0.019,0.018,0.210,0.026,0.031,0.033,,Pass
SCC077437,16,1226,9.03,1115.99,878.25,827.15,32.67,13,23.52,13.90,31.49,967.10,1133.72,47.44,0.180,1.280,0.023,0.016,0.212,0.034,0.041,0.032,,Pass
SCC077439,16,1216,8.88,1116.03,876.34,826.84,33.81,13,23.22,13.80,31.49,962.21,1124.09,47.73,0.180,1.280,0.023,0.016,0.212,0.034,0.041,0.032,,Pass
SCC078845,40,1191,4.79,1114.07,838.39,820.83,13.60,15,17.83,12.94,79.40,948.55,1078.77,92.63,0.200,1.370,0.025,0.014,0.307,0.040,0.038,0.031,,Pass
SCC078846,40,1200,4.85,1114.69,889.68,850.56,13.62,15,17.82,13.13,79.36,925.84,1079.42,192.65,0.200,1.370,0.025,0.014,0.307,0.040,0.038,0.031,,Pass
SCC079111,36,1189,4.70,1103.22,891.78,841.03,17.51,15,18.36,12.21,71.34,923.84,1099.48,187.30,0.200,1.350,0.024,0.015,0.319,0.027,0.039,0.033,,Pass
SCC079112,36,1193,4.74,1105.74,876.52,858.56,17.04,15,18.36,12.19,71.37,930.03,1085.47,147.20,0.200,1.350,0.024,0.015,0.319,0.027,0.039,0.033,,Pass
SCC079113,36,1186,4.69,1105.37,889.34,841.79,17.63,15,18.36,12.56,71.35,926.69,1096.70,177.23,0.180,1.370,0.022,0.016,0.276,0.029,0.036,0.034,,Pass
SCC079114,36,1192,4.74,1102.20,875.27,857.24,17.31,15,18.36,12.11,71.36,926.90,1084.11,152.20,0.180,1.370,0.022,0.016,0.276,0.029,0.036,0.034,,Pass
SCC079381,12,1226,5.92,1127.59,905.09,848.90,35.23,13,26.51,17.98,19.73,1009.50,1168.34,0.00,0.170,1.190,0.023,0.020,0.238,0.039,0.030,0.031,,Pass
SCC079382,12,1232,5.99,1131.90,911.77,845.75,35.44,13,28.67,19.28,20.28,1015.82,1170.04,0.00,0.170,1.190,0.023,0.020,0.238,0.039,0.030,0.031,,Pass
SCC080394,28,1197,4.70,1096.13,883.48,856.89,24.13,13,21.03,21.99,83.31,930.48,1090.24,222.70,0.180,1.260,0.022,0.015,0.240,0.022,0.038,0.031,,Pass
SCC080395,28,1200,4.74,1075.27,889.88,856.11,24.19,13,21.64,21.96,83.30,933.97,1096.33,207.72,0.180,1.260,0.022,0.015,0.240,0.022,0.038,0.031,,Pass
SCC080417,16,1209,4.73,1101.19,878.10,855.50,30.25,13,24.46,11.11,31.50,964.80,1116.63,37.33,0.170,1.200,0.018,0.011,0.240,0.024,0.037,0.036,,Pass
SCC080418,16,1203,4.67,1116.14,862.16,849.15,32.04,13,24.67,10.41,31.49,955.29,1111.24,52.31,0.170,1.200,0.018,0.011,0.240,0.024,0.037,0.036,,Pass
SCC080420,16,1204,4.68,1105.54,856.79,847.95,32.07,13,24.66,9.96,31.50,955.11,1111.71,52.23,0.160,1.220,0.023,0.019,0.223,0.025,0.040,0.030,,Pass
SCC080421,16,1210,4.79,1097.90,879.71,857.09,30.89,13,24.48,10.68,31.50,966.41,1117.30,37.33,0.160,1.220,0.023,0.019,0.223,0.025,0.040,0.030,,Pass
SCC082955,36,1233,7.08,1146.33,889.19,847.15,26.93,13,21.64,13.54,79.24,934.67,1142.52,228.11,0.180,1.370,0.022,0.016,0.276,0.029,0.036,0.034,,Pass
SCC082956,36,1241,7.12,1121.55,910.91,858.32,26.36,13,21.64,13.65,79.25,929.90,1134.34,248.04,0.180,1.370,0.022,0.016,0.276,0.029,0.036,0.034,,Pass
SCC083676,12,1223,5.53,1111.23,814.73,752.03,41.46,13,26.77,6.03,35.42,954.93,1122.23,82.68,0.180,1.260,0.023,0.013,0.272,0.037,0.033,0.036,,Pass
